1609,363,3519,2239,475,5567
1611,5320,2950,2515,3822,6623
1611,2605,124,3396,634,9551
1619,1732,4056,2357,2920,7621
1620,3236,4277,2958,748,8670
1622,1317,1600,2762,898,5774
1628,3760,689,3515,212,10315
1634,2502,3787,2189,5374,5136
1639,3780,1377,2767,240,5390
1645,2126,4178,2371,1391,5510
1648,3649,4109,2792,3798,10480
1655,2356,328,3312,1832,5614
1656,5639,4386,2327,4647,5971
1657,6060,3869,2973,550,5859
1666,791,578,2920,322,5161
1673,5143,1460,3495,3249,5187
1676,4113,920,3009,1302,5234
1684,2802,4342,2177,35,6000
1684,2324,1631,3295,448,8484
1686,738,2181,2233,1435,4983
1694,847,4260,2757,1660,9360
1695,2480,1368,3409,354,10244
1698,3309,3249,2916,1110,5235
1701,2424,3489,3186,2129,7424
1702,449,4266,2462,3281,6678
1716,5743,3825,2980,3363,10202
1718,835,2686,2724,5862,4541
1723,3515,866,3441,1460,8047
1728,182,1665,2546,1832,5614
1730,3626,3716,3036,1066,5822
1732,3637,2485,2658,1545,5066
1737,5095,932,3011,1391,5510
1739,436,3535,2650,893,6002
1741,1296,1850,2675,2734,5768
1747,6136,3869,2963,914,6154
1753,5390,2029,2514,7364,5979
1756,1060,3246,3053,488,6724
1760,5034,3718,3422,753,11718
1765,521,3832,2792,1601,8043
1771,3858,2388,2742,119,6012
1772,3739,3056,2718,409,5910
1772,3984,2194,2731,1359,5123
1774,3604,696,3327,764,5327
1779,4176,3107,2338,6445,6751
1780,5857,4234,2939,523,5547
1780,1117,1213,2929,2229,5105
1787,4911,4429,2642,7711,7076
1797,86,705,3283,4800,6897
1797,2772,510,3097,1043,5344
1799,534,227,3184,275,6337
1804,50,4317,2764,4129,6434
1812,5170,3666,2718,2019,6358
1816,3845,1185,3098,914,6154
1821,1231,736,2767,1379,4896
1822,6058,3875,3393,905,8689
1829,4842,4105,3413,12486,9986
1843,5865,4238,2206,4037,5128
1847,2864,3657,3052,1957,6358
1853,3135,1244,3242,2294,6695
1854,3681,3375,2679,2738,7449
1854,4215,3460,2575,4320,5744
1877,2386,3586,2570,4308,6765
1879,5422,3931,2504,2391,5243
1885,1603,236,3558,312,6793
1894,2624,3635,3346,8206,14152
1900,3299,103,3292,2624,5639
1913,2175,3814,2274,605,5122
1921,3332,3616,2580,350,5683
1941,978,4234,2324,1832,5614
1946,2673,4145,3165,448,8484
1948,4773,4190,2394,6742,5706
1951,2769,3182,2836,1105,6317
1953,1524,3923,3120,69,7656
1955,1146,3711,3386,6781,5062
1957,779,586,3313,952,5185
1960,3506,4391,2585,551,5049
1965,1899,3115,2711,658,4813
1970,4789,4179,2737,8037,7459
1979,3625,2105,2725,2693,5098
1982,4209,4206,3184,2520,6736
1988,1392,3262,2964,563,4961
1990,5412,4233,2954,1309,4818
1990,5639,4377,2952,1306,7266
1991,2398,2850,3242,4585,5564
1995,5913,1969,3266,1667,9413
2008,4603,789,2976,2674,8836
2010,243,701,3395,2162,4722
2011,5424,4100,3391,790,8713
2012,5446,4083,2986,3892,6624
2019,4109,3217,2847,3686,9603
2027,899,4056,2666,849,5798
2032,6194,4139,2305,5362,4943
2037,4656,1249,3120,7683,6526
2049,500,3403,3144,1418,5241
2055,5370,3846,3415,4008,6697
2064,175,2129,3452,65,6723
2067,1434,2963,3096,1023,5612
2083,3569,3047,2766,221,5055
2087,3521,3093,3388,838,6674
2101,4107,4054,3424,2744,4881
2104,3824,4002,2741,182,5166
2114,3905,1432,3295,441,5568
2114,6062,3901,2859,4800,6897
2131,18,218,3268,2337,5734
2132,183,1000,3107,2044,6346
2133,5758,4242,2609,3337,5600
2137,2329,1207,3046,1630,5772
2138,4058,4352,2888,1072,5390
2148,225,366,3584,3210,6418
2162,3352,3161,2923,1200,5087
2184,2545,3117,3426,814,6061
2196,2964,3091,3034,945,5354
2197,5693,1993,3398,4354,6113
2207,3986,2197,3039,3826,8014
2208,4109,1083,3490,1647,5747
2212,3880,1482,3308,2751,10979
2223,1438,4416,2796,151,6504
2225,1396,3018,3273,727,6096
2225,3292,3002,3027,310,4998
2238,1288,3887,3037,3650,6276
2240,433,3644,3537,2817,10191
2244,4116,921,3311,3538,5236
2255,1918,4260,3080,2676,5644
2256,5620,3180,3384,516,4646
2260,2856,3813,2787,4576,5820
2272,973,730,3557,540,6099
2279,6249,3797,2776,5165,5700
2294,992,3957,2964,2734,5768
2298,3986,2200,3362,154,5177
2323,4094,1075,3576,3225,6424
2324,4182,4081,3110,3415,7779
2346,2649,4034,3001,2685,6612
2350,4467,2104,3291,3763,6586
2354,3153,1656,3394,695,6732
2365,3715,2575,3466,353,5883
2381,4198,3826,3292,1087,5477
2384,3798,846,3435,944,5354
2386,3850,2392,3276,2677,8802
2388,5857,3948,3331,1356,4772
2390,2183,3817,3028,348,6421
2390,5851,3965,2708,6628,5509
2407,3998,2225,3293,1748,5540
2452,3907,3736,2782,3538,5236
2454,256,4270,3244,1181,4617
2457,5962,1891,3448,5186,7209
2469,1974,3245,3294,6628,5509
2480,799,3743,3457,1163,6983
2491,820,2184,3150,1109,5362
2513,1153,3724,3443,325,6812
2536,3357,4230,3419,898,5774
2536,3492,3920,3366,4421,6811
2547,3318,2638,3514,144,5941
2548,1799,3470,3428,86,6556
2551,2559,3411,3269,447,4945
2575,6057,3882,3306,3605,5799
2576,5885,1915,3507,4569,6784
2593,5782,4267,3343,1189,5078
2597,777,1410,3374,678,6147
2599,2223,4167,3312,656,5997
2599,946,4168,3457,2233,6453
2600,4780,4197,3197,7504,6796
2601,4054,3364,3054,1153,4961
2610,307,4393,2966,673,5558
2639,5828,3936,3487,2960,5788
2643,4107,3165,3219,5722,6098
2643,4873,4368,3576,2860,10317
2644,5933,4301,3325,1153,4961
2659,2316,1223,3482,1798,5157
2670,5128,3960,3465,2207,8550
2680,1678,4059,3373,1111,6528
2683,5758,3850,3452,3506,7036
2684,1110,3618,3589,1261,7033
2690,4240,4417,3479,258,5084
2690,5557,3595,3162,3538,5215
2706,1141,3692,3170,264,5234
2712,4103,3102,3407,6409,7974
2759,3815,3997,3420,5722,6641
2768,6118,4002,3242,4551,5508
2770,3879,3774,3514,3141,6400
2777,5751,4243,3538,3492,6505
2809,2067,3786,3547,42,6141
2815,1148,3713,3338,88,6067
2846,3897,3728,3384,5050,7666
2848,1953,4296,3271,2960,5788
2868,2403,3684,3596,3629,5204
2872,1636,2695,3501,855,5415
2994,1143,3703,3459,467,4924
3118,5421,3821,3519,6503,4953
3149,837,3718,3571,1971,5900
3216,835,4195,3561,1435,5701
